ccode,cnumber,description,
ALEC,677,"Youth Development Capstone Experience. (3-0). Credit 3. Application of recreation and youth development knowledge to a specific project or program of a cooperating youth development organization. Prerequisite: Graduate classification; enrollment in the MRYD program. Cross-listed with RPTS 677.",
ALEC,684,"Professional Internship. Credit 1 to 6 each semester. On-the-job supervised experience program conducted in the area of the students specialization. Prerequisites: Graduate classification.",
ALEC,685,"Directed Studies.  Credit 1 to 4 each semester. Studies related to classroom, laboratory, supervised activities in agriculture, work experience, extension education and adult educational activities in agricultural programs. Prerequisite: Graduate classification.",
ALEC,689,"Special Topics in...  Credit 1 to 4. Selected topics in an identified area of agricultural education. May be repeated for credit. Prerequisite: Graduate classification.",
ALEC,691,"Research.  Credit 1 or more each semester.  Initiation and completion of research for advanced degree. Prerequisite: Graduate classification.",
ALEC,695,"Frontiers in Research. (3-0). Credit 3. Basic concepts of quantitative and qualitative research; understanding the social science research process; using appropriate methods to address research problems; enabling students to effectively evaluate, consume, and communicate research findings. Prerequisite: Graduate classification.",
ALEC,696,"Qualitative Research Methods. (3-0). Credit 3. Overview of qualitative research in agricultural education including conducting a literature review, writing a working hypothesis, keeping methodological and reflexive journals, developing data gathering tools, performing data analysis, ensuring trustworthiness measures, and writing a research manuscript. Prerequisites: ALEC 690 or ALEC 695 and graduate classification.",
ALED,202,"Introduction to Leadership. (3-0). Credit 3. Introduction to the academic and scholarly development of leadership theory and leadership models; investigation of leadership theory when applied to a specific context; development of a leadership definition as an inquiry investigation.",
ALED,301,"Personal Leadership Education. (3-0). Credit 3. Development, application and reflection of personal leadership capabilities through self-assessments and experiential learning activities; development of leadership identity through personal leadership inventories including strengths, personality type, values, vision and emotional intelligence. Prerequisite: ALED or USAL-LED major; junior, or senior classification; grade of C or better in ALED 202.",
ALED,323,"Leadership for a Multicultural World. (3-0). Credit 3. Principles of multicultural leadership; how to be an effective leader while understanding the self in terms of class, gender, race, ethnicity, and nationality; special emphasis on culture through experiential learning.",
ALED,340,"Survey of Leadership Theory. (3-0). Credit 3. Exploration of leadership as a scholarly discipline; critical analysis of and evolution of multiple leadership models and theories; synthesis of leadership theory through experiential learning; integration of course content with personal experiences. Prerequisites: ALED or USAL-LED major, junior or senior classification.",
ALED,340,"Survey of Leadership Theory. (3-0). Credit 3. Exploration of leadership as a scholarly discipline; critical analysis of and evolution of multiple leadership models and theories; synthesis of leadership theory through experiential learning; integration of course content with personal experiences. Prerequisites: ALED or USAL-LED major, junior or senior classification.",
ALED,341,"Team Learning. (3-0). Credit 3.  Team development theory; emphasizes research on team member behaviors, team decision making models and positive conflict in team environments. Prerequisites: Grade of C or better in ALED 340; junior or senior classification.",
ALED,344,"Leadership of Volunteers. (3-0). Credit 3. Principles, theories, concepts, techniques and applications for leading volunteers in agriculture and life sciences nonprofit, governmental and community organizations. Prerequisites: Grade of C or better in ALED 340; junior or senior classification.",
ALED,401,"Advanced Professional Leadership Development. (3-0). Credit 3. Investigation of the best practices of successful leaders representing various organizational contexts; merging of scholarly mastery of theory with practice. Prerequisites: Selection for ALED Leadership Fellows Program; grade of C or better in ALED 340 or ALED 301; junior or senior classification.",
